"species_code","common_name","scientific_name"
"yebsap-example","Yellow-bellied Sapsucker","Sphyrapicus varius"
"abetow","Abert's Towhee","Melozone aberti"
"absfin1","Ash-breasted Sierra Finch","Geospizopsis plebejus"
"acafly","Acadian Flycatcher","Empidonax virescens"
"acowoo","Acorn Woodpecker","Melanerpes formicivorus"
"adewar1","Adelaide's Warbler","Setophaga adelaidae"
"afcdov1","African Collared-Dove","Streptopelia roseogrisea"
"affeag1","African Fish-Eagle","Icthyophaga vocifer"
"afmhar1","African Marsh Harrier","Circus ranivorus"
"afpswi1","African Palm Swift","Cypsiurus parvus"
"afrhae1","African Hawk-Eagle","Aquila spilogaster"
"afrjac1","African Jacana","Actophilornis africanus"
"afrski1","African Skimmer","Rynchops flavirostris"
"afrspo1","African Spoonbill","Platalea alba"
"agaher1","Agami Heron","Agamia agami"
"aldfly","Alder Flycatcher","Empidonax alnorum"
"alepar2","Alexandrine Parakeet","Psittacula eupatria"
"aleter1","Aleutian Tern","Onychoprion aleuticus"
"allhum","Allen's Hummingbird","Selasphorus sasin"
"alpacc1","Alpine Accentor","Prunella collaris"
"alpswi1","Alpine Swift","Tachymarptis melba"
"altori","Altamira Oriole","Icterus gularis"
"altyel1","Altamira Yellowthroat","Geothlypis flavovelata"
"amakin1","Amazon Kingfisher","Chloroceryle amazona"
"ambduc","American Black Duck","Anas rubripes"
"ameavo","American Avocet","Recurvirostra americana"
"amebit","American Bittern","Botaurus lentiginosus"
"amecro","American Crow","Corvus brachyrhynchos"
"amedip","American Dipper","Cinclus mexicanus"
"amegfi","American Goldfinch","Spinus tristis"
"amekes","American Kestrel","Falco sparverius"
"ameoys","American Oystercatcher","Haematopus palliatus"
"amepip","American Pipit","Anthus rubescens"
"amered","American Redstart","Setophaga ruticilla"
"amerob","American Robin","Turdus migratorius"
"amewig","American Wigeon","Mareca americana"
"amewoo","American Woodcock","Scolopax minor"
"amgplo","American Golden-Plover","Pluvialis dominica"
"amhgul1","American Herring Gull","Larus smithsonianus"
"ampkin1","American Pygmy Kingfisher","Chloroceryle aenea"
"amthum1","Amethyst-throated Mountain-gem","Lampornis amethystinus"
"amtspa","American Tree Sparrow","Spizelloides arborea"
"amufal1","Amur Falcon","Falco amurensis"
"amupaf1","Amur Paradise-Flycatcher","Terpsiphone incei"
"amwpel","American White Pelican","Pelecanus erythrorhynchos"
"anchum1","Antillean Crested Hummingbird","Orthorhyncus cristatus"
"ancmur","Ancient Murrelet","Synthliboramphus antiquus"
"andavo1","Andean Avocet","Recurvirostra andina"
"andcon1","Andean Condor","Vultur gryphus"
"andduc1","Andean Duck","Oxyura ferruginea"
"andeme1","Andean Emerald","Uranomitra franciae"
"andfla2","Andean Flamingo","Phoenicoparrus andinus"
"andfli1","Andean Flicker","Colaptes rupicola"
"andgoo1","Andean Goose","Oressochen melanopterus"
"andgua1","Andean Guan","Penelope montagnii"
"andgul1","Andean Gull","Chroicocephalus serranus"
"andhil3","Andean Hillstar","Oreotrochilus estella"
"andlap1","Andean Lapwing","Vanellus resplendens"
"andneg1","Andean Negrito","Lessonia oreas"
"andsol1","Andean Solitaire","Myadestes ralloides"
"andswa2","Andean Swallow","Orochelidon andecola"
"andswi1","Andean Swift","Aeronautes andecolus"
"andtin1","Andean Tinamou","Nothoprocta pentlandii"
"angpet1","Southern Giant-Petrel","Macronectes giganteus"
"anhing","Anhinga","Anhinga anhinga"
"annhum","Anna's Hummingbird","Calypte anna"
"anpswi","Antillean Palm Swift","Tachornis phoenicobia"
"anteup2","Hispaniolan Euphonia","Chlorophonia musica"
"anteup3","Puerto Rican Euphonia","Chlorophonia sclateri"
"anteup4","Lesser Antillean Euphonia","Chlorophonia flavifrons"
"antman2","Hispaniolan Mango","Anthracothorax dominicus"
"antman3","Puerto Rican Mango","Anthracothorax aurulentus"
"antnig","Antillean Nighthawk","Chordeiles gundlachii"
"antpic1","Antillean Piculet","Nesoctites micromegas"
"antsis1","Antillean Siskin","Spinus dominicensis"
"apifly1","Apical Flycatcher","Myiarchus apicalis"
"aplfal","Aplomado Falcon","Falco femoralis"
"arcloo","Arctic Loon","Gavia arctica"
"arcter","Arctic Tern","Sterna paradisaea"
"arcwar1","Arctic Warbler","Phylloscopus borealis"
"arcwar2","Kamchatka Leaf Warbler","Phylloscopus examinandus"
"ariwoo","Arizona Woodpecker","Dryobates arizonae"
"arrwar1","Arrowhead Warbler","Setophaga pharetra"
"ascspl1","Ashy-crowned Sparrow-Lark","Eremopterix griseus"
"asfblu1","Asian Fairy-bluebird","Irena puella"
"asfowl1","Ashy-faced Owl","Tyto glaucops"
"asgsta1","Asian Glossy Starling","Aplonis panayensis"
"ashgoo1","Ashy-headed Goose","Chloephaga poliocephala"
"ashmar1","Asian House-Martin","Delichon dasypus"
"ashpri1","Ashy Prinia","Prinia socialis"
"ashtai1","Ashy Tailorbird","Orthotomus ruficeps"
"asidow1","Asian Dowitcher","Limnodromus semipalmatus"
"asidrc2","Fork-tailed Drongo-Cuckoo","Surniculus dicruroides"
"asikoe2","Asian Koel","Eudynamys scolopaceus"
"asikoe3","Pacific Koel","Eudynamys orientalis"
"asistu1","Asian Stubtail","Urosphena squameiceps"
"aspfly1","Indian Paradise-Flycatcher","Terpsiphone paradisi"
"asspet","Ashy Storm-Petrel","Hydrobates homochroa"
"astfly","Ash-throated Flycatcher","Myiarchus cinerascens"
"atbtan1","Ashy-throated Chlorospingus","Chlorospingus canigularis"
"atlpuf","Atlantic Puffin","Fratercula arctica"
"attwoo1","American Three-toed Woodpecker","Picoides dorsalis"
"audgul1","Audouin's Gull","Ichthyaetus audouinii"
"audori","Audubon's Oriole","Icterus graduacauda"
"audshe","Sargasso Shearwater","Puffinus lherminieri"
"auisha1","Auckland Islands Shag","Leucocarbo colensoi"
"aukpar1","Australian King-Parrot","Alisterus scapularis"
"aupowl1","Austral Pygmy-Owl","Glaucidium nana"
"ausbit1","Australasian Bittern","Botaurus poiciloptilus"
"ausbla1","Austral Blackbird","Curaeus curaeus"
"ausbrt1","Australian Brushturkey","Alectura lathami"
"auscan1","Austral Canastero","Asthenes anthoides"
"ausfig1","Australasian Figbird","Sphecotheres vieilloti"
"ausgan1","Australasian Gannet","Morus serrator"
"ausgre1","Australasian Grebe","Tachybaptus novaehollandiae"
"ausibi1","Australian Ibis","Threskiornis molucca"
"auskes1","Nankeen Kestrel","Falco cenchroides"
"auskit1","Black-shouldered Kite","Elanus axillaris"
"ausmag2","Australian Magpie","Gymnorhina tibicen"
"ausneg1","Austral Negrito","Lessonia rufa"
"auspar1","Austral Parakeet","Enicognathus ferrugineus"
"auspip2","Australian Pipit","Anthus australis"
"auspip3","New Zealand Pipit","Anthus novaeseelandiae"
"ausrai1","Austral Rail","Rallus antarcticus"
"ausrav1","Australian Raven","Corvus coronoides"
"ausshe1","Australian Shelduck","Tadorna tadornoides"
"aussho1","Australasian Shoveler","Spatula rhynchotis"
"austhr1","Austral Thrush","Turdus falcklandii"
"azaspi1","Azara's Spinetail","Synallaxis azarae"
"azchum1","Azure-crowned Hummingbird","Saucerottia cyanocephala"
"azhjay1","Azure-hooded Jay","Cyanolyca cucullata"
"azrtan1","Azure-rumped Tanager","Poecilostreptus cabanisi"
"azstan1","Azure-shouldered Tanager","Thraupis cyanoptera"
"aztthr","Aztec Thrush","Ridgwayia pinicola"
"azukin1","Azure Kingfisher","Ceyx azureus"
"azwmag3","Iberian Magpie","Cyanopica cooki"
"babwar","Bay-breasted Warbler","Setophaga castanea"
"babwre1","Band-backed Wren","Campylorhynchus zonatus"
"bacant1","Bare-crowned Antbird","Gymnocichla nudiceps"
"bacant2","Bar-crested Antshrike","Thamnophilus multistriatus"
"baceag2","Black-and-chestnut Eagle","Spizaetus isidori"
"bacspa","Bachman's Sparrow","Peucaea aestivalis"
"baepig2","Bare-eyed Pigeon","Patagioenas corensis"
"baerob1","Spectacled Thrush","Turdus nudigenis"
"bafcur1","Bare-faced Curassow","Crax fasciolata"
"baffal1","Barred Forest-Falcon","Micrastur ruficollis"
"bafibi1","Bare-faced Ibis","Phimosus infuscatus"
"bagtan1","Blue-and-gold Tanager","Bangsia arcaei"
"bagtan2","Black-and-gold Tanager","Bangsia melanochlamys"
"bahmoc","Bahama Mockingbird","Mimus gundlachii"
"bahswa","Bahama Swallow","Tachycineta cyaneoviridis"
"bahtan1","Bay-headed Tanager","Tangara gyrola"
"bahwoo","Bahama Woodstar","Nesophlox evelynae"
"bahyel1","Bahama Yellowthroat","Geothlypis rostrata"
"baifly1","Baird's Flycatcher","Myiodynastes bairdii"
"baisan","Baird's Sandpiper","Calidris bairdii"
"baispa","Baird's Sparrow","Centronyx bairdii"
"baitro1","Baird's Trogon","Trogon bairdii"
"baleag","Bald Eagle","Haliaeetus leucocephalus"
"balori","Baltimore Oriole","Icterus galbula"
"balowl","Bare-legged Owl","Margarobyas lawrencii"
"balshe1","Balearic Shearwater","Puffinus mauretanicus"
"banana","Bananaquit","Coereba flaveola"
"banmyn1","Bank Myna","Acridotheres ginginianus"
"banqua1","Banded Quail","Philortyx fasciatus"
"banswa","Bank Swallow","Riparia riparia"
"banumb1","Bare-necked Umbrellabird","Cephalopterus glabricollis"
"banwoo2","Banded Woodpecker","Chrysophlegma miniaceum"
"banwre1","Banded Wren","Thryophilus pleurostictus"
"barant1","Barred Antshrike","Thamnophilus doliatus"
"barbec1","Barred Becard","Pachyramphus versicolor"
"barbul1","Barbados Bullfinch","Loxigilla barbadensis"
"barbut1","Barred Buttonquail","Turnix suscitator"
"bargol","Barrow's Goldeneye","Bucephala islandica"
"bargoo","Barnacle Goose","Branta leucopsis"
"barhaw1","Barred Hawk","Morphnarchus princeps"
"barpar1","Barred Parakeet","Bolborhynchus lineola"
"barpuf1","Barred Puffbird","Nystalus radiatus"
"barswa","Barn Swallow","Hirundo rustica"
"barswi","Band-rumped Swift","Chaetura spinicaudus"
"barwar","Barbuda Warbler","Setophaga subita"
"basdov1","Bar-shouldered Dove","Geopelia humeralis"
"basowl","Balsas Screech-Owl","Megascops seductus"
"batbar1","Band-tailed Barbthroat","Threnetes ruckeri"
"batbel1","Bare-throated Bellbird","Procnias nudicollis"
"batear1","Band-tailed Earthcreeper","Ochetorhynchus phoenicurus"
"batele1","Bateleur","Terathopius ecaudatus"
"batfal1","Bat Falcon","Falco rufigularis"
"batgod","Bar-tailed Godwit","Limosa lapponica"
"batpig1","Band-tailed Pigeon","Patagioenas fasciata"
"batsee1","Band-tailed Seedeater","Catamenia analis"
"bawbec7","Black-and-white Becard","Pachyramphus albogriseus"
"bawhae1","Black-and-white Hawk-Eagle","Spizaetus melanoleucus"
"bawmoc1","Blue-and-white Mockingbird","Melanotis hypoleucus"
"bawnig1","Band-winged Nightjar","Systellura longirostris"
"bawnig3","Tschudi's Nightjar","Quechuavis decussata"
"bawori1","Bar-winged Oriole","Icterus maculialatus"
"bawowl1","Black-and-white Owl","Strix nigrolineata"
"bawswa1","Blue-and-white Swallow","Pygochelidon cyanoleuca"
"bawwar","Black-and-white Warbler","Mniotilta varia"
"bayfly1","Black-and-yellow Silky-flycatcher","Phainoptila melanoxantha"
"baymac","Blue-and-yellow Macaw","Ara ararauna"
"baytan2","Black-and-yellow Tanager","Chrysothlypis chrysomelas"
"baytan3","Blue-and-yellow Tanager","Rauenia bonariensis"
"baywre1","Bay Wren","Cantorchilus nigricapillus"
"bbfgle1","Buff-browed Foliage-gleaner","Syndactyla rufosuperciliata"
"bbnthr1","Black-billed Nightingale-Thrush","Catharus gracilirostris"
"bbwduc","Black-bellied Whistling-Duck","Dendrocygna autumnalis"
"bbwqua1","Black-breasted Wood-Quail","Odontophorus leucolaemus"
"bcatan1","Black-cheeked Ant-Tanager","Driophlox atrimaxillaris"
"bcbeag1","Black-chested Buzzard-Eagle","Geranoaetus melanoleucus"
"bchpar1","Blue-crowned Hanging-Parrot","Loriculus galgulus"
"bcnher","Black-crowned Night Heron","Nycticorax nycticorax"
"bcptan1","Black-crowned Palm-Tanager","Phaenicophilus palmarum"
"bcptyr1","Black-capped Pygmy-Tyrant","Myiornis atricapillus"
"bcrfin","Brown-capped Rosy-Finch","Leucosticte australis"
"bcwpar1","Buffy-crowned Wood-Partridge","Dendrortyx leucophrys"
"beabel1","Bearded Bellbird","Procnias averano"
"beahum1","Beautiful Hummingbird","Calothorax pulcher"
"beawoo2","Beautiful Woodpecker","Melanerpes pulcher"
"beehum1","Bee Hummingbird","Mellisuga helenae"
"belfly1","Belted Flycatcher","Xenotriccus callizonus"
"belgul","Belcher's Gull","Larus belcheri"
"belkin1","Belted Kingfisher","Megaceryle alcyon"
"belmin1","Bell Miner","Manorina melanophrys"
"belspa2","Bell's Sparrow","Artemisiospiza belli"
"belvir","Bell's Vireo","Vireo bellii"
"belyel1","Belding's Yellowthroat","Geothlypis beldingi"
"benbus1","Bengal Bushlark","Plocealauda assamica"
"benthr","Bendire's Thrasher","Toxostoma bendirei"
"benwea1","Black-breasted Weaver","Ploceus benghalensis"
"berhum","Berylline Hummingbird","Saucerottia beryllina"
"berpip1","Berthelot's Pipit","Anthus berthelotii"
"besowl","Bearded Screech-Owl","Megascops barbarus"
"besra1","Besra","Tachyspiza virgata"
"bewpar1","Bearded Wood-Partridge","Dendrortyx barbatus"
"bewqua1","Black-eared Wood-Quail","Odontophorus melanotis"
"bewwre","Bewick's Wren","Thryomanes bewickii"
"bfbwar1","Brownish-flanked Bush Warbler","Horornis fortipes"
"bffgle","Buff-fronted Foliage-gleaner","Dendroma rufa"
"bfgdov1","Bare-faced Ground Dove","Metriopelia ceciliae"
"bfgtyr1","Black-fronted Ground-Tyrant","Muscisaxicola frontalis"
"bfpgua1","Black-fronted Piping-Guan","Pipile jacutinga"
"bfqdov1","Buff-fronted Quail-Dove","Zentrygon costaricensis"
"bhnthr1","Black-headed Nightingale-Thrush","Catharus mexicanus"
"bhsfin1","Black-hooded Sierra Finch","Phrygilus atriceps"
"bhtfly1","Black-headed Tody-Flycatcher","Todirostrum nigriceps"
"bicant2","Bicolored Antbird","Gymnopithys bicolor"
"biccon1","Bicolored Conebill","Conirostrum bicolor"
"bichaw1","Bicolored Hawk","Astur bicolor"
"bichaw4","Chilean Hawk","Astur chilensis"
"bicthr","Bicknell's Thrush","Catharus bicknelli"
"bicwre1","Bicolored Wren","Campylorhynchus griseus"
"bkbalb","Black-browed Albatross","Thalassarche melanophris"
"bkbcuc","Black-billed Cuckoo","Coccyzus erythropthalmus"
"bkbmag1","Black-billed Magpie","Pica hudsonia"
"bkbplo","Black-bellied Plover","Pluvialis squatarola"
"bkbsht1","Black-billed Shrike-Tyrant","Agriornis montanus"
"bkbsne1","Black-chested Snake-Eagle","Circaetus pectoralis"
"bkbwar","Blackburnian Warbler","Setophaga fusca"
"bkbwoo","Black-backed Woodpecker","Picoides arcticus"
"bkcchi","Black-capped Chickadee","Poecile atricapillus"
"bkcdon","Black-capped Donacobius","Donacobius atricapilla"
"bkcgna","Black-capped Gnatcatcher","Polioptila nigriceps"
"bkchum","Black-chinned Hummingbird","Archilochus alexandri"
"bkcori","Black-cowled Oriole","Icterus prosthemelas"
"bkcspa","Black-chinned Sparrow","Spizella atrogularis"
"bkcsta1","Black-collared Starling","Gracupica nigricollis"
"bkcvir1","Black-capped Vireo","Vireo atricapilla"
"bkfalb","Black-footed Albatross","Phoebastria nigripes"
"bkfant2","Mayan Antthrush","Formicarius moniliger"
"bkfbun2","Masked Bunting","Emberiza personata"
"bkfcus1","Black-faced Cuckooshrike","Coracina novaehollandiae"
"bkfgra","Black-faced Grassquit","Melanospiza bicolor"
"bkfibi1","Black-faced Ibis","Theristicus melanopis"
"bkfibi2","Andean Ibis","Theristicus branickii"
"bkhber1","Black-headed Berryeater","Carpornis melanocephala"
"bkhgro","Black-headed Grosbeak","Pheucticus melanocephalus"
"bkhgul","Black-headed Gull","Chroicocephalus ridibundus"
"bkhpar","Nanday Parakeet","Aratinga nenday"
"bklkit","Black-legged Kittiwake","Rissa tridactyla"
"bkmtou1","Yellow-throated Toucan","Ramphastos ambiguus"
"bknsti","Black-necked Stilt","Himantopus mexicanus"
"bkpwar","Blackpoll Warbler","Setophaga striata"
"bkrfin","Black Rosy-Finch","Leucosticte atrata"
"bkrfla1","Black-rumped Flameback","Dinopium benghalense"
"bkrwax","Black-rumped Waxbill","Estrilda troglodytes"
"bkskit1","Black-winged Kite","Elanus caeruleus"
"bktflo1","Black-throated Flowerpiercer","Diglossa brunneiventris"
"bktgna","Black-tailed Gnatcatcher","Polioptila melanura"
"bktgul","Black-tailed Gull","Larus crassirostris"
"bktspa","Black-throated Sparrow","Amphispiza bilineata"
"bkttro7","Northern Black-throated Trogon","Trogon tenellus"
"bkvori","Black-vented Oriole","Icterus wagleri"
"bkvshe","Black-vented Shearwater","Puffinus opisthomelas"
"bkwcus1","Black-winged Cuckooshrike","Lalage melaschistos"
"bkwpet","Black-winged Petrel","Pterodroma nigripennis"
"bkwsti","Black-winged Stilt","Himantopus himantopus"
"bkwvir","Black-whiskered Vireo","Vireo altiloquus"
"blaant1","Black Antshrike","Thamnophilus nigriceps"
"blabul1","Black Bulbul","Hypsipetes leucocephalus"
"blacat1","Black Catbird","Melanoptila glabrirostris"
"blacin1","Blackish Cinclodes","Cinclodes antarcticus"
"blackc1","Eurasian Blackcap","Sylvia atricapilla"
"blacra1","Black Crake","Zapornia flavirostra"
"blacur2","Black Currawong","Strepera fuliginosa"
"bladro1","Black Drongo","Dicrurus macrocercus"
"blaeag1","Black Eagle","Ictinaetus malaiensis"
"blagua1","Black Guan","Chamaepetes unicolor"
"blahon1","Black Honeyeater","Sugomel nigrum"
"blakit1","Black Kite","Milvus migrans"
"blaoro1","Black Oropendola","Psarocolius guatimozinus"
"blaoys1","Blackish Oystercatcher","Haematopus ater"
"blaplo1","Blacksmith Lapwing","Vanellus armatus"
"blared1","Black Redstart","Phoenicurus ochruros"
"blarob1","Black Thrush","Turdus infuscatus"
"blasis1","Black Siskin","Spinus atratus"
"blasti1","Black Stilt","Himantopus novaezelandiae"
"blasto1","Black Stork","Ciconia nigra"
"blatap1","Blackish Tapaculo","Scytalopus latrans"
"blbduc1","Blue-billed Duck","Oxyura australis"
"blbgra1","Blue-black Grassquit","Volatinia jacarina"
"blbgul1","Black-billed Gull","Chroicocephalus bulleri"
"blbhum1","Black-bellied Hummingbird","Eupherusa nigriventris"
"blbman1","Blue-backed Manakin","Chiroxiphia pareola"
"blbori1","Black-backed Oriole","Icterus abeillei"
"blbpar1","Black-billed Amazon","Amazona agilis"
"blbpuf1","Black-breasted Puffbird","Notharchus pectoralis"
"blbpuf2","Black-backed Puffback","Dryoscopus cubla"
"blbsan1","Black-bellied Sandgrouse","Pterocles orientalis"
"blbwoo1","Black-banded Woodcreeper","Dendrocolaptes picumnus"
"blbwoo3","Black-bodied Woodpecker","Dryocopus schulzii"
"blbwre1","Black-bellied Wren","Pheugopedius fasciatoventris"
"blcant1","Black-crowned Antpitta","Pittasoma michleri"
"blcant4","Black-crested Antshrike","Sakesphorus canadensis"
"blcchl1","Blue-crowned Chlorophonia","Chlorophonia occipitalis"
"blccoq1","Black-crested Coquette","Lophornis helenae"
"blcfly1","Black-capped Flycatcher","Empidonax atriceps"
"blchaw1","Black-collared Hawk","Busarellus nigricollis"
"blchum1","Blue-chested Hummingbird","Polyerata amabilis"
"blchum2","Blue-capped Hummingbird","Eupherusa cyanophrys"
"blcjay1","Black-chested Jay","Cyanocorax affinis"
"blckin1","Black-capped Kingfisher","Halcyon pileata"
"blcsis1","Black-capped Siskin","Spinus atriceps"
"blcsis2","Black-chinned Siskin","Spinus barbatus"
"blcspa1","Black-chested Sparrow","Peucaea humeralis"
"blcswa1","Black-capped Swallow","Atticora pileata"
"blctan1","Black-capped Tanager","Stilpnia heinei"
"blctit1","Black-crowned Tityra","Tityra inquisitor"
"blctit4","Black-crested Titmouse","Baeolophus atricristatus"
"blcwar1","Black-cheeked Warbler","Basileuterus melanogenys"
"blcwoo1","Black-cheeked Woodpecker","Melanerpes pucherani"
"blfant1","Black-faced Antthrush","Formicarius analis"
"blfdot1","Black-fronted Dotterel","Thinornis melanops"
"blfgro1","Black-faced Grosbeak","Caryothraustes poliogaster"
"blfhon1","Blue-faced Honeyeater","Entomyzon cyanotis"
"blflau1","Black-faced Laughingthrush","Trochalopteron affine"
"blfmon1","Black-faced Monarch","Monarcha melanopsis"
"blfsol1","Black-faced Solitaire","Myadestes melanops"
"blfspo1","Black-faced Spoonbill","Platalea minor"
"blfter1","Black-fronted Tern","Chlidonias albostriatus"
"blfwoo1","Black-faced Woodswallow","Artamus cinereus"
"blgdov1","Blue Ground Dove","Claravis pretiosa"
"blhant1","Black-headed Antthrush","Formicarius nigricapillus"
"blhant2","Black-hooded Antshrike","Thamnophilus bridgesi"
"blhduc1","Black-headed Duck","Heteronetta atricapilla"
"blheag1","Black Hawk-Eagle","Spizaetus tyrannus"
"blhhon1","Black-headed Honeyeater","Melithreptus affinis"
"blhhum1","Blue-headed Hummingbird","Riccordia bicolor"
"blhibi1","Black-headed Ibis","Threskiornis melanocephalus"
"blhpar1","Blue-headed Parrot","Pionus menstruus"
"blhsal1","Black-headed Saltator","Saltator atriceps"
"blhsis1","Black-headed Siskin","Spinus notatus"
"blhtro1","Black-headed Trogon","Trogon melanocephalus"
"blkflo1","Black Flowerpiercer","Diglossa humeralis"
"blkfra","Black Francolin","Francolinus francolinus"
"blkgui","Black Guillemot","Cepphus grylle"
"blkoys","Black Oystercatcher","Haematopus bachmani"
"blkpho","Black Phoebe","Sayornis nigricans"
"blkrai","Black Rail","Laterallus jamaicensis"
"blksco1","Common Scoter","Melanitta nigra"
"blksco2","Black Scoter","Melanitta americana"
"blkski","Black Skimmer","Rynchops niger"
"blkswa","Black Swan","Cygnus atratus"
"blkswi","Black Swift","Cypseloides niger"
"blkter","Black Tern","Chlidonias niger"
"blktur","Black Turnstone","Arenaria melanocephala"
"blkvul","Black Vulture","Coragyps atratus"
"blmvir1","Blue Mountain Vireo","Vireo osburni"
"blnmon1","Black-naped Monarch","Hypothymis azurea"
"blnori1","Black-naped Oriole","Oriolus chinensis"
"blnswa2","Black-necked Swan","Cygnus melancoryphus"
"blnter1","Black-naped Tern","Sterna sumatrana"
"blpyel1","Black-polled Yellowthroat","Geothlypis speciosa"
"blrwar1","Blyth's Reed Warbler","Acrocephalus dumetorum"
"blsspa1","Black-striped Sparrow","Arremonops conirostris"
"blswoo1","Black-striped Woodcreeper","Xiphorhynchus lachrymosus"
"bltbob1","Black-throated Bobwhite","Colinus nigrogularis"
"bltfly1","Black-tailed Flycatcher","Myiobius atricaudus"
"bltgol1","Blue-throated Goldentail","Chlorestes eliciae"
"bltgro1","Black-thighed Grosbeak","Pheucticus tibialis"
"blthum1","Blue-tailed Hummingbird","Saucerottia cyanura"
"bltjay1","Black-throated Jay","Cyanolyca pumilo"
"bltman1","Black-throated Mango","Anthracothorax nigricollis"
"bltmot1","Blue-throated Motmot","Aspatha gularis"
"bltmun1","Black-throated Munia","Lonchura kelaarti"
"bltsta2","Blue-tufted Starthroat","Heliomaster furcifer"
"bltsun1","Black-throated Sunbird","Aethopyga saturata"
"blttit1","Black-tailed Tityra","Tityra cayana"
"blttit2","Black-throated Tit","Aegithalos concinnus"
"blttro1","Black-tailed Trogon","Trogon melanurus"
"bltwre1","Black-throated Wren","Pheugopedius atrogularis"
"blubun","Blue Bunting","Cyanocompsa parellina"
"blucot1","Blue Cotinga","Cotinga nattererii"
"blucra2","Blue Crane","Anthropoides paradiseus"
"bludac1","Blue Dacnis","Dacnis cayana"
"bluduc1","Blue Duck","Hymenolaimus malacorhynchos"
"blueth","Bluethroat","Luscinia svecica"
"blugrb1","Blue Grosbeak","Passerina caerulea"
"blujay","Blue Jay","Cyanocitta cristata"
"blumoc","Blue Mockingbird","Melanotis caerulescens"
"blusee1","Blue Seedeater","Amaurospiza concolor"
"blutit","Eurasian Blue Tit","Cyanistes caeruleus"
"blwlea1","Blue-winged Leafbird","Chloropsis moluccensis"
"blwpar3","Blue-winged Parrot","Neophema chrysostoma"
"blwthr1","Blue Whistling-Thrush","Myophonus caeruleus"
"bncfly","Brown-crested Flycatcher","Myiarchus tyrannulus"
"bncwoo2","Sunda Pygmy Woodpecker","Yungipicus moluccensis"
"bncwoo3","Brown-capped Pygmy Woodpecker","Yungipicus nanus"
"bnhcow","Brown-headed Cowbird","Molothrus ater"
"bnhgul1","Brown-headed Gull","Chroicocephalus brunnicephalus"
"bnhnut","Brown-headed Nuthatch","Sitta pusilla"
"bobfly1","Boat-billed Flycatcher","Megarynchus pitangua"
"bobher1","Boat-billed Heron","Cochlearius cochlearius"
"boboli","Bobolink","Dolichonyx oryzivorus"
"bohwax","Bohemian Waxwing","Bombycilla garrulus"
"bokmak1","Bokmakierie","Telophorus zeylonus"
"boneag2","Bonelli's Eagle","Aquila fasciata"
"bongul","Bonaparte's Gull","Chroicocephalus philadelphia"
"booeag1","Booted Eagle","Hieraaetus pennatus"
"borchi2","Boreal Chickadee","Poecile hudsonicus"
"borowl","Boreal Owl","Aegolius funereus"
"botgra","Boat-tailed Grackle","Quiscalus major"
"botspa","Botteri's Sparrow","Peucaea botterii"
"bouwre1","Boucard's Wren","Campylorhynchus jocosus"
"bracor","Brandt's Cormorant","Urile penicillatus"
"brakit1","Brahminy Kite","Haliastur indus"
"brambl","Brambling","Fringilla montifringilla"
"brant","Brant","Branta bernicla"
"brasta1","Brahminy Starling","Sturnia pagodarum"
"bratea1","Brazilian Teal","Amazonetta brasiliensis"
"brbbul1","Brown-breasted Bulbul","Pycnonotus xanthorrhous"
"brbhum","Broad-billed Hummingbird","Cynanthus latirostris"
"brbhum2","Turquoise-crowned Hummingbird","Cynanthus doubledayi"
"brbmot1","Broad-billed Motmot","Electron platyrhynchum"
"brbsan","Broad-billed Sandpiper","Calidris falcinellus"
"brbscy1","Brown-billed Scythebill","Campylorhamphus pusillus"
"brbsol1","Brown-backed Solitaire","Myadestes occidentalis"
"brbtod1","Broad-billed Tody","Todus subulatus"
"brcdov1","Brown Cuckoo-Dove","Macropygia phasianella"
"brcfly1","Bran-colored Flycatcher","Myiophobus fasciatus"
"brcfly3","Rufescent Flycatcher","Myiophobus rufescens"
"brcmar1","Brown-chested Martin","Progne tapera"
"brctyr","Brown-capped Tyrannulet","Ornithion brunneicapillus"
"brcvir1","Brown-capped Vireo","Vireo leucophrys"
"brdowl","Barred Owl","Strix varia"
"brebla","Brewer's Blackbird","Euphagus cyanocephalus"
"brebul1","Brown-eared Bulbul","Hypsipetes amaurotis"
"brespa","Brewer's Sparrow","Spizella breweri"
"brhgul2","Brown-hooded Gull","Chroicocephalus maculipennis"
"brhpar1","Brown-hooded Parrot","Pyrilia haematotis"
"brhthr1","Brown-headed Thrush","Turdus chrysolaus"
"bripet","European Storm-Petrel","Hydrobates pelagicus"
"brispa1","Bridled Sparrow","Peucaea mystacalis"
"britit","Bridled Titmouse","Baeolophus wollweberi"
"brncre","Brown Creeper","Certhia americana"
"brnjay","Brown Jay","Cyanocorax morio"
"brnowl","American Barn Owl","Tyto furcata"
"brnpel","Brown Pelican","Pelecanus occidentalis"
"brnshr","Brown Shrike","Lanius cristatus"
"brnthr","Brown Thrasher","Toxostoma rufum"
"brocow","Bronzed Cowbird","Molothrus aeneus"
"brodro1","Bronzed Drongo","Dicrurus aeneus"
"brofal1","Brown Falcon","Falco berigora"
"brofly1","Brownish Twistwing","Cnipodectes subbrunneus"
"broger1","Brown Gerygone","Gerygone mouki"
"brogos1","Brown Goshawk","Tachyspiza fasciata"
"broher","Bronzy Hermit","Glaucis aeneus"
"brohon1","Brown Honeyeater","Lichmera indistincta"
"brolga1","Brolga","Antigone rubicunda"
